x1,x2,R,"sigma(x1,x2)",error
0.1264460612612957,0.1716767431247181,0,1.5534685822984557e-59,1.5534685822984557e-59
0.3239947524014032,0.1541118581682479,0,8.168973641983097e-48,8.168973641983097e-48
0.137339736613101,0.2081485036209589,0,2.1523086276106572e-56,2.1523086276106572e-56
0.1742350787035459,0.323921612119615,0,2.860564717331416e-46,2.860564717331416e-46
0.2650813773895736,0.1008714339476879,0,3.306416963442551e-55,3.306416963442551e-55
0.1015308546852836,0.0825979787398048,0,4.252336738934029e-67,4.252336738934029e-67
0.2181967947683303,0.2131808672989213,0,8.806617786165255e-51,8.806617786165255e-51
0.3045714203425942,0.2040710161484814,0,9.424285113531093e-46,9.424285113531093e-46
0.0714013412351018,0.2138673331496326,0,2.576795257878269e-60,2.576795257878269e-60
0.2147707086825843,0.21951625583268,0,1.3914335167507948e-50,1.3914335167507948e-50
0.2207906235398739,0.1821438196292156,0,1.110630028091015e-52,1.110630028091015e-52
0.2625458297421848,0.3191890750881666,0,8.016216857521767e-41,8.016216857521767e-41
0.1010439431297534,0.0719276817218787,0,7.686288854773259e-68,7.686288854773259e-68
0.0943634709532579,0.1337202380175803,0,3.698413992206511e-64,3.698413992206511e-64
0.2417553252493518,0.1917396191880762,0,1.1303032475825454e-50,1.1303032475825454e-50
0.2237587738586549,0.0685448951076666,0,4.659172442527733e-60,4.659172442527733e-60
0.2200394280276701,0.1859316476454343,0,1.774162212542701e-52,1.774162212542701e-52
0.227715856759758,0.3329176132582414,0,3.5157287527174067e-42,3.5157287527174067e-42
0.1455980222737207,0.2016709190636769,0,2.754931727749372e-56,2.754931727749372e-56
0.2185802957728803,0.2184560724574946,0,2.0960835697167664e-50,2.0960835697167664e-50
0.2234457978638945,0.0991868187861935,0,4.8984346123661564e-58,4.8984346123661564e-58
0.1428518865578905,0.1506910873568418,0,7.299370566280501e-60,7.299370566280501e-60
0.3492619608915805,0.169984289574085,0,4.1579360418940613e-45,4.1579360418940613e-45
0.237906633672943,0.1745827922595013,0,4.5561672752907705e-52,4.5561672752907705e-52
0.1046957202237881,0.3025315036003015,0,3.111186187397981e-52,3.111186187397981e-52
0.2525242886907063,0.2446152848580099,0,1.9051060707436606e-46,1.9051060707436606e-46
0.1220254663818142,0.1110833634450374,0,7.319785948236648e-64,7.319785948236648e-64
0.2629667682993962,0.2197203822745604,0,2.005455448430239e-47,2.005455448430239e-47
0.2926876463205923,0.2398577398797428,0,3.8353032120465863e-44,3.8353032120465863e-44
0.1343454145318631,0.2912119230817013,0,4.713865403049489e-51,4.713865403049489e-51
0.2770700903395457,0.3264432549254699,0,2.1639568568964735e-39,2.1639568568964735e-39
0.2330224741549199,0.1187924646537705,0,4.184566625231853e-56,4.184566625231853e-56
0.2657648127995592,0.1351313991031729,0,7.034910491165523e-53,7.034910491165523e-53
0.3517434386123158,0.0993937712868307,0,1.1918228628843782e-49,1.1918228628843782e-49
0.1803689507197703,0.1812784112714415,0,2.2391467957440824e-55,2.2391467957440824e-55
0.1397011068514008,0.2373086699557067,0,2.6941393337316235e-54,2.6941393337316235e-54
0.1288388456299581,0.2789867613271282,0,3.1569719048458084e-52,3.1569719048458084e-52
0.1347351772027649,0.1939239181085982,0,1.640292044953488e-57,1.640292044953488e-57
0.1938318632468716,0.1744121981396125,0,5.902394691595764e-55,5.902394691595764e-55
0.2272921579853315,0.2121406393798992,0,2.944563257460618e-50,2.944563257460618e-50
0.2221352639464015,0.1331885678695981,0,7.42382955101102e-56,7.42382955101102e-56
0.2661746599228819,0.3671630977355818,0,2.1780655995752807e-37,2.1780655995752807e-37
0.2010401513502325,0.0713871178305553,0,2.3723342060508872e-61,2.3723342060508872e-61
0.3162827261725853,0.2147792463116579,0,2.832445066309123e-44,2.832445066309123e-44
0.1788274533409635,0.3618884975383711,0,1.9341600168337124e-43,1.9341600168337124e-43
0.4176135333271695,0.2005439875647998,0,1.3062056038461642e-38,1.3062056038461642e-38
0.2500533878212005,0.1847968771998804,0,1.3551767983685284e-50,1.3551767983685284e-50
0.1314273954866974,0.1714043661751658,0,3.1493296807172854e-59,3.1493296807172854e-59
0.114328600155111,0.1855686654590073,0,2.1202900249286133e-59,2.1202900249286133e-59
0.2385977932194548,0.3098278779741224,0,5.21548643158335e-43,5.21548643158335e-43
0.1821229771739319,0.0230510470936394,0,8.30364251112701e-66,8.30364251112701e-66
0.2571200395273673,0.322674696103706,0,6.056208196458315e-41,6.056208196458315e-41
0.2378590099658836,0.0860834278039884,0,5.719154710243338e-58,5.719154710243338e-58
0.1941736869874502,0.1786678136612468,0,1.1938671803212043e-54,1.1938671803212043e-54
0.1322565025545276,0.165660446376107,0,1.477447733856203e-59,1.477447733856203e-59
0.0788122220251308,0.2470842615816575,0,1.2837528217755738e-57,1.2837528217755738e-57
0.1642788038346383,0.0721500518493002,0,1.0643272307870523e-63,1.0643272307870523e-63
0.2685119035458778,0.2369738132865554,0,6.515564249586691e-46,6.515564249586691e-46
0.2171274995304163,0.3619447698629482,0,6.160296071394142e-41,6.160296071394142e-41
0.1003408977030409,0.0909460796325751,0,1.2803972192015486e-66,1.2803972192015486e-66
0.2138544740680945,0.2151764934088316,0,6.229340762707581e-51,6.229340762707581e-51
0.2308253903783069,0.1470414257762712,0,2.2959632860338123e-54,2.2959632860338123e-54
0.1292914051039093,0.2340709764954428,0,3.430285131550049e-55,3.430285131550049e-55
0.2122980084756422,0.2015318221932601,0,6.074404394744058e-52,6.074404394744058e-52
0.20465669747568,0.1486810472764552,0,5.788161603921113e-56,5.788161603921113e-56
0.1085623761735501,0.2390297827896859,0,3.2590832588491033e-56,3.2590832588491033e-56
0.2286229888278626,0.3443478487829394,0,2.328069325872049e-41,2.328069325872049e-41
0.2448627621094587,0.1847276966618161,0,6.146939523637813e-51,6.146939523637813e-51
0.2866440994540222,0.2575806353718545,0,2.3473634320507444e-43,2.3473634320507444e-43
0.2843041641627922,0.0965381633703069,0,3.0548417414449106e-54,3.0548417414449106e-54
0.0897864505634327,0.1234850898545593,0,3.865414487987414e-65,3.865414487987414e-65
0.1249739968067901,0.2377925022304302,0,3.174050241051682e-55,3.174050241051682e-55
0.2412028213766928,0.3187292822828772,0,3.023696207725402e-42,3.023696207725402e-42
0.2411028760729767,0.2284490679028528,0,2.8652915333510657e-48,2.8652915333510657e-48
0.2412038149044838,0.1749553575581476,0,7.91762685778454e-52,7.91762685778454e-52
0.5082185192523777,0.1999433124338683,0,9.741333314386549e-33,9.741333314386549e-33
0.2456712408554533,0.0999673812824226,0,1.5575861522081935e-56,1.5575861522081935e-56
0.2908452512144479,0.2483612261084293,0,1.0722505374076353e-43,1.0722505374076353e-43
0.2763201410794562,0.2705866449858727,0,3.661588040102006e-43,3.661588040102006e-43
0.2521113001044638,0.1638327733733535,0,7.397904609426841e-52,7.397904609426841e-52
0.1747784604287723,0.1623966281792399,0,5.331630870355123e-57,5.331630870355123e-57
0.2607175376394613,0.2212702583721638,0,1.8143781949294204e-47,1.8143781949294204e-47
0.1381739828369942,0.1650624211167523,0,3.279554855848581e-59,3.279554855848581e-59
0.1810545114607993,0.1947093908299342,0,1.9496033245371276e-54,1.9496033245371276e-54
0.1611709161736717,0.3679777431333212,0,3.468166268517789e-44,3.468166268517789e-44
0.2065499311509058,0.1802379439403202,0,9.755289226450097e-54,9.755289226450097e-54
0.3851726853338807,0.1713327878383022,0,1.1276864804527052e-42,1.1276864804527052e-42
0.0506187845926601,0.1481966555491872,0,4.766004491440622e-66,4.766004491440622e-66
0.2549008152299611,0.259535357719995,0,2.6876543106141867e-45,2.6876543106141867e-45
0.0709827303048278,0.1855020661425517,0,3.114015992697496e-62,3.114015992697496e-62
0.1622454507368453,0.1480501569342859,0,8.971174155262698e-59,8.971174155262698e-59
0.2871160477573893,0.305704322581841,0,4.061128591251116e-40,4.061128591251116e-40
0.205142401527637,0.313568240361091,0,6.07248886197131e-45,6.07248886197131e-45
0.1137804177656555,0.1519661147409036,0,1.1249542000710638e-61,1.1249542000710638e-61
0.1427757032592025,0.0506768038911507,0,1.558570669171188e-66,1.558570669171188e-66
0.2543678199147741,0.2806010951869538,0,6.288486947702608e-44,6.288486947702608e-44
0.141570669462629,0.1452296139391997,0,2.604289792157092e-60,2.604289792157092e-60
0.217316687166558,0.2632500479330215,0,1.6761158678212068e-47,1.6761158678212068e-47
0.2036457471923051,0.0423916945830531,0,4.0998771807187514e-63,4.0998771807187514e-63
0.1478719721915346,0.2714077870639447,0,1.7227044466764817e-51,1.7227044466764817e-51
0.3715155271460261,0.1031062456575375,0,4.1106296060316246e-48,4.1106296060316246e-48
0.2507135217854409,0.2584611295253219,0,1.2148661065851536e-45,1.2148661065851536e-45
0.0379885930673914,0.2011418454269147,0,2.4129356396719726e-63,2.4129356396719726e-63
0.2149163451815542,0.1236848464482684,0,5.836496435195325e-57,5.836496435195325e-57
0.1470570828185289,0.1674370949658575,0,1.7937654783202322e-58,1.7937654783202322e-58
0.2681946667836979,0.254905476556536,0,9.734866374469194e-45,9.734866374469194e-45
0.1365983409253839,0.2084715562492187,0,2.0232675764149338e-56,2.0232675764149338e-56
0.190821084682648,0.2467530384377987,0,2.4877467064424186e-50,2.4877467064424186e-50
0.2403989823184366,0.3581152467612388,0,1.1298289925673044e-39,1.1298289925673044e-39
0.2692604155336097,0.0748606710631159,0,1.1443212850062436e-56,1.1443212850062436e-56
0.1039762874355379,0.3293770059974899,0,1.7184330151130423e-50,1.7184330151130423e-50
0.1732399011327241,0.208348475001857,0,4.886308393771367e-54,4.886308393771367e-54
0.1620043751071235,0.1280972761341497,0,4.048839557324551e-60,4.048839557324551e-60
0.147733661394103,0.0935749099408808,0,2.3728593956636804e-63,2.3728593956636804e-63
0.3412363392224877,0.1848703687378373,0,1.2225033405887364e-44,1.2225033405887364e-44
0.2323985368768764,0.2737320089539568,0,8.074019709829766e-46,8.074019709829766e-46
0.0991292836531964,0.1897960703697973,0,4.133039442733984e-60,4.133039442733984e-60
0.2734289557643821,0.3208923944197878,0,5.341869227791307e-40,5.341869227791307e-40
0.3697724957610107,0.0839059447958752,0,1.6616238197800636e-49,1.6616238197800636e-49
0.2825972208440918,0.1990328841723156,0,1.6013919802106682e-47,1.6013919802106682e-47
0.0784504027236789,0.0998085244469504,0,1.8598548762485246e-67,1.8598548762485246e-67
0.1612612741706999,0.2290905506099974,0,1.9483696632039086e-53,1.9483696632039086e-53
0.3013528919349298,0.270950991207784,0,1.6654146003528898e-41,1.6654146003528898e-41
0.1433864427504975,0.1663390565055157,0,8.730703159844765e-59,8.730703159844765e-59
0.2355055542516982,0.0,0,7.355377292140026e-64,7.355377292140026e-64
0.261970724274347,0.2159158517437195,0,9.630653374051514e-48,9.630653374051514e-48
0.1258455622737533,0.2349390841386807,0,2.335177622528211e-55,2.335177622528211e-55
0.195237971515056,0.2323435803969358,0,5.293008143850928e-51,5.293008143850928e-51
0.0,0.2988625753457723,0,2.6076056327613433e-59,2.6076056327613433e-59
0.1180489886932568,0.1143157056280761,0,6.61344701818995e-64,6.61344701818995e-64
0.1797945478885471,0.2544172884360359,0,1.5382896130216325e-50,1.5382896130216325e-50
0.100177345442812,0.295400600998238,0,5.282265848645823e-53,5.282265848645823e-53
0.3305929043145308,0.0577129932794786,0,8.281563960724588e-54,8.281563960724588e-54
0.0855886897631494,0.2255721460735182,0,1.3091564231991002e-58,1.3091564231991002e-58
0.1647964410642413,0.1596656135193863,0,7.824344224491783e-58,7.824344224491783e-58
0.2104592461828873,0.1934781861518683,0,1.3389535046700465e-52,1.3389535046700465e-52
0.3153018631252892,0.2278141186830669,0,1.8066736700344668e-43,1.8066736700344668e-43
0.0851310279056448,0.1610217148709158,0,6.096419251243786e-63,6.096419251243786e-63
0.2930531001723968,0.145943353667071,0,2.231499368863145e-50,2.231499368863145e-50
0.2008186448815669,0.2027321933990419,0,1.3013419266371472e-52,1.3013419266371472e-52
0.1214793079161639,0.1130203248909758,0,9.077138374595496e-64,9.077138374595496e-64
0.2369682779410616,0.1131339896891851,0,3.177067097604957e-56,3.177067097604957e-56
0.2159247756458776,0.2543498626365202,0,3.4698180376530416e-48,3.4698180376530416e-48
0.1519826498272964,0.1080964771873075,0,4.172142887156498e-62,4.172142887156498e-62
0.2055841667992015,0.253305000072737,0,6.249854005028136e-49,6.249854005028136e-49
0.1691749122510592,0.2370073034283161,0,2.1563387299342586e-52,2.1563387299342586e-52
0.2090813876200998,0.0619354616967522,0,1.862117459379679e-61,1.862117459379679e-61
0.2529704539616837,0.1457948278131476,0,5.284592462171046e-53,5.284592462171046e-53
0.3268813452916281,0.2955287522437898,0,3.353198826520674e-38,3.353198826520674e-38
0.100974760093852,0.1215067575088254,0,1.532733548635392e-64,1.532733548635392e-64
0.3706426699725013,0.162847659015249,0,3.4553769368247284e-44,3.4553769368247284e-44
0.0438329760381998,0.2369648714601517,0,1.4171266744307994e-60,1.4171266744307994e-60
0.1878571923971533,0.2626712407426076,0,1.8334987182249435e-49,1.8334987182249435e-49
0.2470653765187661,0.1798768891164403,0,4.065435182098961e-51,4.065435182098961e-51
0.2224793494188026,0.1521991844246686,0,1.4456740413229597e-54,1.4456740413229597e-54
0.1501840384143525,0.3137895889358806,0,1.6281058683397636e-48,1.6281058683397636e-48
0.1833502199714179,0.3391119731038063,0,1.1578805624296546e-44,1.1578805624296546e-44
0.1605599252272933,0.2783086440625436,0,3.3427946889244693e-50,3.3427946889244693e-50
0.152850819444463,0.2068254514052019,0,1.8069237456644816e-55,1.8069237456644816e-55
0.267968167761682,0.1353387422687259,0,1.0112587885680627e-52,1.0112587885680627e-52
0.2285612388772038,0.1335644474754748,0,2.0654799260647037e-55,2.0654799260647037e-55
0.1445672323791476,0.2418011284212606,0,1.1152607097091646e-53,1.1152607097091646e-53
0.27196799003466,0.2334718576710947,0,6.3987396549793194e-46,6.3987396549793194e-46
0.2245839616701287,0.3121278874357143,0,9.038092974535005e-44,9.038092974535005e-44
0.2650289695071168,0.2520360074028911,0,3.894981301293853e-45,3.894981301293853e-45
0.250370307353889,0.0797535758592145,0,1.4188097962204864e-57,1.4188097962204864e-57
0.1336803991262342,0.2841558094178334,0,1.4444941709259165e-51,1.4444941709259165e-51
0.1551855167842424,0.1201551498148469,0,4.295723285221599e-61,4.295723285221599e-61
0.259783488409861,0.1692822982438118,0,5.407122825177579e-51,5.407122825177579e-51
0.2488296212346772,0.2200160165001355,0,2.5082074820819582e-48,2.5082074820819582e-48
0.1983278724828681,0.3596533991827171,0,2.570849033231297e-42,2.570849033231297e-42
0.2093861906647025,0.4487934844804289,0,1.1818834354972653e-35,1.1818834354972653e-35
0.302213191663074,0.2485378447308946,0,6.080072061572416e-43,6.080072061572416e-43
0.1526742888931336,0.1853442705023689,0,6.512946551254531e-57,6.512946551254531e-57
0.243767790493603,0.242760451878444,0,3.844816281083577e-47,3.844816281083577e-47
0.1838245878052885,0.2710124340699069,0,3.597772689620439e-49,3.597772689620439e-49
0.1825855037418224,0.1743465899554246,0,1.078321544430536e-55,1.078321544430536e-55
0.2879021481589752,0.3436169084729857,0,1.5370259391571165e-37,1.5370259391571165e-37
0.2660333079190424,0.2184056607353121,0,2.5983988505836823e-47,2.5983988505836823e-47
0.2650807708800511,0.2398194471273115,0,6.0213876737165935e-46,6.0213876737165935e-46
0.3044383045723463,0.2532739401643569,0,1.7569409056853785e-42,1.7569409056853785e-42
0.2016803073306207,0.2337269288491564,0,1.723087541225359e-50,1.723087541225359e-50
0.2545562377035971,0.267115240037569,0,8.166927920535069e-45,8.166927920535069e-45
0.1751786594725235,0.1506197450762461,0,9.291582113054976e-58,9.291582113054976e-58
0.2259333081990753,0.1553358596843175,0,3.9311036052547985e-54,3.9311036052547985e-54
0.1895885556505852,0.1119876613622644,0,2.1565200688631907e-59,2.1565200688631907e-59
0.2077596771994174,0.2351600984496181,0,5.352372502733339e-50,5.352372502733339e-50
0.2476125620349531,0.2623149202809691,0,1.3772385175104585e-45,1.3772385175104585e-45
0.1345423453413222,0.2366218292921508,0,1.1168571075828502e-54,1.1168571075828502e-54
0.3673909820548368,0.333959394667803,0,5.3736868001244355e-33,5.3736868001244355e-33
0.1195186094800238,0.1995523184936762,0,3.9540388381522954e-58,3.9540388381522954e-58
0.1028649109769814,0.253499332447401,0,1.275371807626645e-55,1.275371807626645e-55
0.2926488698800054,0.1126639299088548,0,1.2713511008253956e-52,1.2713511008253956e-52
